#MGI Accession ID	Chr	cM Position	genome coordinate start	genome coordinate end	strand	Marker Symbol	Status	Marker Name	Marker Type	Feature Type	Marker Synonyms (pipe-separated)
MGI:1915571	0610007P14Rik	RIKEN cDNA 0610007P14 gene	ORF11
MGI:5675134	Cpgi10047	CpG island 10047	CGI10047
MGI:5675135	Cpgi10048	CpG island 10048	CGI10048
MGI:5675136	Cpgi10049	CpG island 10049	CGI10049
MGI:5666134	Cpgi1005	CpG island 1005	CGI1005
MGI:5675137	Cpgi10050	CpG island 10050	CGI10050
MGI:5675138	Cpgi10051	CpG island 10051	CGI10051
MGI:5675139	Cpgi10052	CpG island 10052	CGI10052
MGI:5675140	Cpgi10053	CpG island 10053	CGI10053
MGI:5675141	Cpgi10054	CpG island 10054	CGI10054
MGI:5675142	Cpgi10055	CpG island 10055	CGI10055
MGI:5675143	Cpgi10056	CpG island 10056	CGI10056
MGI:5675144	Cpgi10057	CpG island 10057	CGI10057
MGI:5675145	Cpgi10058	CpG island 10058	CGI10058
MGI:5675146	Cpgi10059	CpG island 10059	CGI10059
MGI:5666135	Cpgi1006	CpG island 1006	CGI1006
MGI:5675147	Cpgi10060	CpG island 10060	CGI10060
MGI:5675148	Cpgi10061	CpG island 10061	CGI10061
MGI:5675149	Cpgi10062	CpG island 10062	CGI10062
MGI:5675150	Cpgi10063	CpG island 10063	CGI10063
MGI:5675151	Cpgi10064	CpG island 10064	CGI10064
MGI:5675152	Cpgi10065	CpG island 10065	CGI10065
MGI:5675153	Cpgi10066	CpG island 10066	CGI10066
MGI:5675154	Cpgi10067	CpG island 10067	CGI10067
MGI:5675155	Cpgi10068	CpG island 10068	CGI10068
MGI:5675156	Cpgi10069	CpG island 10069	CGI10069
MGI:5666136	Cpgi1007	CpG island 1007	CGI1007
MGI:5675157	Cpgi10070	CpG island 10070	CGI10070
MGI:5675158	Cpgi10071	CpG island 10071	CGI10071
MGI:5675159	Cpgi10072	CpG island 10072	CGI10072
MGI:5675160	Cpgi10073	CpG island 10073	CGI10073
MGI:5675161	Cpgi10074	CpG island 10074	CGI10074
MGI:5675162	Cpgi10075	CpG island 10075	CGI10075
MGI:5675163	Cpgi10076	CpG island 10076	CGI10076
MGI:5675164	Cpgi10077	CpG island 10077	CGI10077
MGI:5675165	Cpgi10078	CpG island 10078	CGI10078
MGI:5675166	Cpgi10079	CpG island 10079	CGI10079
MGI:5666137	Cpgi1008	CpG island 1008	CGI1008
MGI:5675167	Cpgi10080	CpG island 10080	CGI10080
MGI:5675168	Cpgi10081	CpG island 10081	CGI10081
MGI:5675169	Cpgi10082	CpG island 10082	CGI10082
MGI:5675170	Cpgi10083	CpG island 10083	CGI10083
MGI:5675171	Cpgi10084	CpG island 10084	CGI10084
MGI:5675172	Cpgi10085	CpG island 10085	CGI10085
MGI:5675173	Cpgi10086	CpG island 10086	CGI10086
MGI:5675174	Cpgi10087	CpG island 10087	CGI10087
MGI:5675175	Cpgi10088	CpG island 10088	CGI10088
MGI:5675176	Cpgi10089	CpG island 10089	CGI10089
MGI:5666138	Cpgi1009	CpG island 1009	CGI1009
MGI:5675177	Cpgi10090	CpG island 10090	CGI10090
MGI:5675178	Cpgi10091	CpG island 10091	CGI10091
MGI:5675179	Cpgi10092	CpG island 10092	CGI10092
MGI:5675180	Cpgi10093	CpG island 10093	CGI10093
MGI:5675181	Cpgi10094	CpG island 10094	CGI10094
MGI:5675182	Cpgi10095	CpG island 10095	CGI10095
MGI:5675183	Cpgi10096	CpG island 10096	CGI10096
MGI:5675184	Cpgi10097	CpG island 10097	CGI10097
MGI:5675185	Cpgi10098	CpG island 10098	CGI10098
MGI:5675186	Cpgi10099	CpG island 10099	CGI10099
MGI:5665232	Cpgi101	CpG island 101	CGI101
MGI:5666139	Cpgi1010	CpG island 1010	CGI1010
MGI:5675187	Cpgi10100	CpG island 10100	CGI10100
MGI:5675188	Cpgi10101	CpG island 10101	CGI10101
MGI:5675189	Cpgi10102	CpG island 10102	CGI10102
MGI:5675190	Cpgi10103	CpG island 10103	CGI10103
MGI:5675191	Cpgi10104	CpG island 10104	CGI10104
MGI:5675192	Cpgi10105	CpG island 10105	CGI10105
MGI:5675193	Cpgi10106	CpG island 10106	CGI10106
MGI:5675194	Cpgi10107	CpG island 10107	CGI10107
MGI:5675195	Cpgi10108	CpG island 10108	CGI10108
MGI:5675196	Cpgi10109	CpG island 10109	CGI10109
MGI:5666140	Cpgi1011	CpG island 1011	CGI1011
MGI:5675197	Cpgi10110	CpG island 10110	CGI10110
MGI:5675198	Cpgi10111	CpG island 10111	CGI10111
MGI:5675199	Cpgi10112	CpG island 10112	CGI10112
MGI:5675200	Cpgi10113	CpG island 10113	CGI10113
MGI:5675201	Cpgi10114	CpG island 10114	CGI10114
MGI:5675202	Cpgi10115	CpG island 10115	CGI10115
MGI:5675203	Cpgi10116	CpG island 10116	CGI10116
MGI:5675204	Cpgi10117	CpG island 10117	CGI10117
MGI:5675205	Cpgi10118	CpG island 10118	CGI10118
MGI:5675206	Cpgi10119	CpG island 10119	CGI10119
MGI:5666141	Cpgi1012	CpG island 1012	CGI1012
MGI:5675207	Cpgi10120	CpG island 10120	CGI10120
MGI:5675208	Cpgi10121	CpG island 10121	CGI10121
MGI:5675209	Cpgi10122	CpG island 10122	CGI10122
MGI:5675210	Cpgi10123	CpG island 10123	CGI10123
MGI:5675211	Cpgi10124	CpG island 10124	CGI10124
MGI:5675212	Cpgi10125	CpG island 10125	CGI10125
MGI:5675213	Cpgi10126	CpG island 10126	CGI10126
MGI:5675214	Cpgi10127	CpG island 10127	CGI10127
MGI:5675215	Cpgi10128	CpG island 10128	CGI10128
MGI:5675216	Cpgi10129	CpG island 10129	CGI10129
MGI:5666142	Cpgi1013	CpG island 1013	CGI1013
MGI:5675217	Cpgi10130	CpG island 10130	CGI10130
MGI:5675218	Cpgi10131	CpG island 10131	CGI10131
MGI:5675219	Cpgi10132	CpG island 10132	CGI10132
MGI:5675220	Cpgi10133	CpG island 10133	CGI10133
MGI:5675221	Cpgi10134	CpG island 10134	CGI10134
MGI:5675222	Cpgi10135	CpG island 10135	CGI10135
MGI:5675223	Cpgi10136	CpG island 10136	CGI10136
MGI:5675224	Cpgi10137	CpG island 10137	CGI10137
MGI:5675225	Cpgi10138	CpG island 10138	CGI10138
MGI:5675226	Cpgi10139	CpG island 10139	CGI10139
MGI:5666143	Cpgi1014	CpG island 1014	CGI1014
MGI:5675227	Cpgi10140	CpG island 10140	CGI10140
MGI:5675228	Cpgi10141	CpG island 10141	CGI10141
MGI:5675229	Cpgi10142	CpG island 10142	CGI10142
MGI:5675230	Cpgi10143	CpG island 10143	CGI10143
MGI:5675231	Cpgi10144	CpG island 10144	CGI10144
MGI:5675232	Cpgi10145	CpG island 10145	CGI10145
MGI:5675233	Cpgi10146	CpG island 10146	CGI10146
MGI:5675234	Cpgi10147	CpG island 10147	CGI10147
MGI:5675235	Cpgi10148	CpG island 10148	CGI10148
MGI:5675236	Cpgi10149	CpG island 10149	CGI10149
MGI:5666144	Cpgi1015	CpG island 1015	CGI1015
MGI:5675237	Cpgi10150	CpG island 10150	CGI10150
MGI:5675238	Cpgi10151	CpG island 10151	CGI10151
MGI:5675239	Cpgi10152	CpG island 10152	CGI10152
MGI:5675240	Cpgi10153	CpG island 10153	CGI10153
MGI:5675241	Cpgi10154	CpG island 10154	CGI10154
MGI:5675242	Cpgi10155	CpG island 10155	CGI10155
MGI:5675243	Cpgi10156	CpG island 10156	CGI10156
MGI:5675244	Cpgi10157	CpG island 10157	CGI10157
MGI:5675245	Cpgi10158	CpG island 10158	CGI10158
MGI:5675246	Cpgi10159	CpG island 10159	CGI10159
MGI:5666145	Cpgi1016	CpG island 1016	CGI1016
MGI:5675247	Cpgi10160	CpG island 10160	CGI10160
MGI:5675248	Cpgi10161	CpG island 10161	CGI10161
MGI:5675249	Cpgi10162	CpG island 10162	CGI10162
MGI:5675250	Cpgi10163	CpG island 10163	CGI10163
MGI:5675251	Cpgi10164	CpG island 10164	CGI10164
MGI:5675252	Cpgi10165	CpG island 10165	CGI10165
MGI:5675253	Cpgi10166	CpG island 10166	CGI10166
MGI:5675254	Cpgi10167	CpG island 10167	CGI10167
MGI:5675255	Cpgi10168	CpG island 10168	CGI10168
MGI:5675256	Cpgi10169	CpG island 10169	CGI10169
MGI:5666146	Cpgi1017	CpG island 1017	CGI1017
MGI:5675257	Cpgi10170	CpG island 10170	CGI10170
MGI:5675258	Cpgi10171	CpG island 10171	CGI10171
MGI:5675259	Cpgi10172	CpG island 10172	CGI10172
MGI:5675260	Cpgi10173	CpG island 10173	CGI10173
MGI:5675261	Cpgi10174	CpG island 10174	CGI10174
MGI:5675262	Cpgi10175	CpG island 10175	CGI10175
MGI:5675263	Cpgi10176	CpG island 10176	CGI10176
MGI:5675264	Cpgi10177	CpG island 10177	CGI10177
MGI:5675265	Cpgi10178	CpG island 10178	CGI10178
MGI:5675266	Cpgi10179	CpG island 10179	CGI10179
MGI:5666147	Cpgi1018	CpG island 1018	CGI1018
MGI:5675267	Cpgi10180	CpG island 10180	CGI10180
MGI:5675268	Cpgi10181	CpG island 10181	CGI10181
MGI:5675269	Cpgi10182	CpG island 10182	CGI10182
MGI:5675270	Cpgi10183	CpG island 10183	CGI10183
MGI:5675271	Cpgi10184	CpG island 10184	CGI10184
MGI:5675272	Cpgi10185	CpG island 10185	CGI10185
MGI:5675273	Cpgi10186	CpG island 10186	CGI10186
MGI:5675274	Cpgi10187	CpG island 10187	CGI10187
MGI:5675275	Cpgi10188	CpG island 10188	CGI10188
MGI:5675276	Cpgi10189	CpG island 10189	CGI10189
MGI:5666148	Cpgi1019	CpG island 1019	CGI1019
MGI:5675277	Cpgi10190	CpG island 10190	CGI10190
MGI:5675278	Cpgi10191	CpG island 10191	CGI10191
MGI:5675279	Cpgi10192	CpG island 10192	CGI10192
MGI:5675280	Cpgi10193	CpG island 10193	CGI10193
MGI:5675281	Cpgi10194	CpG island 10194	CGI10194
MGI:5675282	Cpgi10195	CpG island 10195	CGI10195
MGI:5675283	Cpgi10196	CpG island 10196	CGI10196
MGI:5675284	Cpgi10197	CpG island 10197	CGI10197
MGI:5675285	Cpgi10198	CpG island 10198	CGI10198
MGI:5675286	Cpgi10199	CpG island 10199	CGI10199
MGI:5665233	Cpgi102	CpG island 102	CGI102
MGI:5666149	Cpgi1020	CpG island 1020	CGI1020
MGI:5675287	Cpgi10200	CpG island 10200	CGI10200
MGI:5675288	Cpgi10201	CpG island 10201	CGI10201
MGI:5675289	Cpgi10202	CpG island 10202	CGI10202
MGI:5675290	Cpgi10203	CpG island 10203	CGI10203
MGI:5675291	Cpgi10204	CpG island 10204	CGI10204
MGI:5675292	Cpgi10205	CpG island 10205	CGI10205
MGI:5675293	Cpgi10206	CpG island 10206	CGI10206
MGI:5675294	Cpgi10207	CpG island 10207	CGI10207
MGI:5675295	Cpgi10208	CpG island 10208	CGI10208
MGI:5675296	Cpgi10209	CpG island 10209	CGI10209
MGI:5666150	Cpgi1021	CpG island 1021	CGI1021
MGI:5675297	Cpgi10210	CpG island 10210	CGI10210
MGI:5675298	Cpgi10211	CpG island 10211	CGI10211
MGI:5675299	Cpgi10212	CpG island 10212	CGI10212
MGI:5675300	Cpgi10213	CpG island 10213	CGI10213
MGI:5675301	Cpgi10214	CpG island 10214	CGI10214
MGI:5675302	Cpgi10215	CpG island 10215	CGI10215
MGI:5675303	Cpgi10216	CpG island 10216	CGI10216
MGI:5675304	Cpgi10217	CpG island 10217	CGI10217
MGI:5675305	Cpgi10218	CpG island 10218	CGI10218
MGI:5675306	Cpgi10219	CpG island 10219	CGI10219
MGI:5666151	Cpgi1022	CpG island 1022	CGI1022
MGI:5675307	Cpgi10220	CpG island 10220	CGI10220
MGI:5675308	Cpgi10221	CpG island 10221	CGI10221
MGI:5675309	Cpgi10222	CpG island 10222	CGI10222
MGI:5675310	Cpgi10223	CpG island 10223	CGI10223
MGI:5675311	Cpgi10224	CpG island 10224	CGI10224
MGI:5675312	Cpgi10225	CpG island 10225	CGI10225
MGI:5675313	Cpgi10226	CpG island 10226	CGI10226
MGI:5675314	Cpgi10227	CpG island 10227	CGI10227
MGI:5675315	Cpgi10228	CpG island 10228	CGI10228
MGI:5675316	Cpgi10229	CpG island 10229	CGI10229
MGI:5666152	Cpgi1023	CpG island 1023	CGI1023
MGI:5675317	Cpgi10230	CpG island 10230	CGI10230
MGI:5675318	Cpgi10231	CpG island 10231	CGI10231
MGI:5675319	Cpgi10232	CpG island 10232	CGI10232
MGI:5675320	Cpgi10233	CpG island 10233	CGI10233
MGI:5675321	Cpgi10234	CpG island 10234	CGI10234
MGI:5675322	Cpgi10235	CpG island 10235	CGI10235
MGI:5675323	Cpgi10236	CpG island 10236	CGI10236
MGI:5675324	Cpgi10237	CpG island 10237	CGI10237
MGI:5675325	Cpgi10238	CpG island 10238	CGI10238
MGI:5675326	Cpgi10239	CpG island 10239	CGI10239
MGI:5666153	Cpgi1024	CpG island 1024	CGI1024
MGI:5675327	Cpgi10240	CpG island 10240	CGI10240
MGI:5675328	Cpgi10241	CpG island 10241	CGI10241
MGI:5675329	Cpgi10242	CpG island 10242	CGI10242
MGI:5675330	Cpgi10243	CpG island 10243	CGI10243
MGI:5675331	Cpgi10244	CpG island 10244	CGI10244
MGI:5675332	Cpgi10245	CpG island 10245	CGI10245
MGI:5675333	Cpgi10246	CpG island 10246	CGI10246
MGI:5675334	Cpgi10247	CpG island 10247	CGI10247
MGI:5675335	Cpgi10248	CpG island 10248	CGI10248
MGI:5675336	Cpgi10249	CpG island 10249	CGI10249
MGI:5666154	Cpgi1025	CpG island 1025	CGI1025
MGI:5675337	Cpgi10250	CpG island 10250	CGI10250
MGI:5675338	Cpgi10251	CpG island 10251	CGI10251
MGI:5675339	Cpgi10252	CpG island 10252	CGI10252
MGI:5675340	Cpgi10253	CpG island 10253	CGI10253
MGI:5675341	Cpgi10254	CpG island 10254	CGI10254
MGI:5675342	Cpgi10255	CpG island 10255	CGI10255
MGI:5675343	Cpgi10256	CpG island 10256	CGI10256
MGI:5675344	Cpgi10257	CpG island 10257	CGI10257
MGI:5675345	Cpgi10258	CpG island 10258	CGI10258
MGI:5675346	Cpgi10259	CpG island 10259	CGI10259
MGI:5666155	Cpgi1026	CpG island 1026	CGI1026
MGI:5675347	Cpgi10260	CpG island 10260	CGI10260
MGI:5675348	Cpgi10261	CpG island 10261	CGI10261
MGI:5675349	Cpgi10262	CpG island 10262	CGI10262
MGI:5675350	Cpgi10263	CpG island 10263	CGI10263
MGI:5675351	Cpgi10264	CpG island 10264	CGI10264
MGI:5675352	Cpgi10265	CpG island 10265	CGI10265
MGI:5675353	Cpgi10266	CpG island 10266	CGI10266
MGI:5675354	Cpgi10267	CpG island 10267	CGI10267
MGI:5675355	Cpgi10268	CpG island 10268	CGI10268
MGI:5675356	Cpgi10269	CpG island 10269	CGI10269
MGI:5666156	Cpgi1027	CpG island 1027	CGI1027
MGI:5675357	Cpgi10270	CpG island 10270	CGI10270
MGI:5675358	Cpgi10271	CpG island 10271	CGI10271
MGI:5675359	Cpgi10272	CpG island 10272	CGI10272
MGI:5675360	Cpgi10273	CpG island 10273	CGI10273
MGI:5675361	Cpgi10274	CpG island 10274	CGI10274
MGI:5675362	Cpgi10275	CpG island 10275	CGI10275
MGI:5675363	Cpgi10276	CpG island 10276	CGI10276
MGI:5675364	Cpgi10277	CpG island 10277	CGI10277
MGI:5675365	Cpgi10278	CpG island 10278	CGI10278
MGI:5675366	Cpgi10279	CpG island 10279	CGI10279
MGI:5666157	Cpgi1028	CpG island 1028	CGI1028
MGI:5675367	Cpgi10280	CpG island 10280	CGI10280
MGI:5675368	Cpgi10281	CpG island 10281	CGI10281
MGI:5675369	Cpgi10282	CpG island 10282	CGI10282
MGI:5675370	Cpgi10283	CpG island 10283	CGI10283
MGI:5675371	Cpgi10284	CpG island 10284	CGI10284
MGI:5675372	Cpgi10285	CpG island 10285	CGI10285
MGI:5675373	Cpgi10286	CpG island 10286	CGI10286
MGI:5675374	Cpgi10287	CpG island 10287	CGI10287
MGI:5675375	Cpgi10288	CpG island 10288	CGI10288
MGI:5675376	Cpgi10289	CpG island 10289	CGI10289
MGI:5666158	Cpgi1029	CpG island 1029	CGI1029
MGI:5675377	Cpgi10290	CpG island 10290	CGI10290
MGI:5675378	Cpgi10291	CpG island 10291	CGI10291
MGI:5675379	Cpgi10292	CpG island 10292	CGI10292
MGI:5675380	Cpgi10293	CpG island 10293	CGI10293
MGI:5675381	Cpgi10294	CpG island 10294	CGI10294
MGI:5675382	Cpgi10295	CpG island 10295	CGI10295
MGI:5675383	Cpgi10296	CpG island 10296	CGI10296
MGI:5675384	Cpgi10297	CpG island 10297	CGI10297
MGI:5675385	Cpgi10298	CpG island 10298	CGI10298
MGI:5675386	Cpgi10299	CpG island 10299	CGI10299
MGI:5665234	Cpgi103	CpG island 103	CGI103
MGI:5666159	Cpgi1030	CpG island 1030	CGI1030
MGI:5675387	Cpgi10300	CpG island 10300	CGI10300
MGI:5675388	Cpgi10301	CpG island 10301	CGI10301
MGI:5675389	Cpgi10302	CpG island 10302	CGI10302
MGI:5675390	Cpgi10303	CpG island 10303	CGI10303
MGI:5675391	Cpgi10304	CpG island 10304	CGI10304
MGI:5675392	Cpgi10305	CpG island 10305	CGI10305
MGI:5675393	Cpgi10306	CpG island 10306	CGI10306
MGI:5675394	Cpgi10307	CpG island 10307	CGI10307
MGI:5675395	Cpgi10308	CpG island 10308	CGI10308
MGI:5675396	Cpgi10309	CpG island 10309	CGI10309
MGI:5666160	Cpgi1031	CpG island 1031	CGI1031
MGI:5675397	Cpgi10310	CpG island 10310	CGI10310
MGI:5675398	Cpgi10311	CpG island 10311	CGI10311
MGI:5675399	Cpgi10312	CpG island 10312	CGI10312
MGI:5675400	Cpgi10313	CpG island 10313	CGI10313
MGI:5675401	Cpgi10314	CpG island 10314	CGI10314
MGI:5675402	Cpgi10315	CpG island 10315	CGI10315
MGI:5675403	Cpgi10316	CpG island 10316	CGI10316
MGI:5675404	Cpgi10318	CpG island 10318	CGI10318
MGI:5675405	Cpgi10319	CpG island 10319	CGI10319
MGI:5666161	Cpgi1032	CpG island 1032	CGI1032
MGI:5675406	Cpgi10320	CpG island 10320	CGI10320
MGI:5675407	Cpgi10321	CpG island 10321	CGI10321
MGI:5675408	Cpgi10322	CpG island 10322	CGI10322
MGI:5675409	Cpgi10323	CpG island 10323	CGI10323
MGI:5675410	Cpgi10324	CpG island 10324	CGI10324
MGI:5675411	Cpgi10325	CpG island 10325	CGI10325
MGI:5675412	Cpgi10326	CpG island 10326	CGI10326
MGI:5675413	Cpgi10327	CpG island 10327	CGI10327
MGI:5675414	Cpgi10328	CpG island 10328	CGI10328
MGI:5675415	Cpgi10329	CpG island 10329	CGI10329
MGI:5666162	Cpgi1033	CpG island 1033	CGI1033
MGI:5675416	Cpgi10330	CpG island 10330	CGI10330
MGI:5675417	Cpgi10331	CpG island 10331	CGI10331
MGI:5675418	Cpgi10332	CpG island 10332	CGI10332
MGI:5675419	Cpgi10333	CpG island 10333	CGI10333
MGI:5675420	Cpgi10334	CpG island 10334	CGI10334
MGI:5675421	Cpgi10335	CpG island 10335	CGI10335
MGI:5675422	Cpgi10336	CpG island 10336	CGI10336
MGI:5675423	Cpgi10337	CpG island 10337	CGI10337
MGI:5675424	Cpgi10338	CpG island 10338	CGI10338
MGI:5675425	Cpgi10339	CpG island 10339	CGI10339
MGI:5666163	Cpgi1034	CpG island 1034	CGI1034
MGI:5675426	Cpgi10340	CpG island 10340	CGI10340
MGI:5675427	Cpgi10341	CpG island 10341	CGI10341
MGI:5675428	Cpgi10342	CpG island 10342	CGI10342
MGI:5675429	Cpgi10343	CpG island 10343	CGI10343
MGI:5675430	Cpgi10344	CpG island 10344	CGI10344
MGI:5675431	Cpgi10345	CpG island 10345	CGI10345
MGI:5675432	Cpgi10346	CpG island 10346	CGI10346
MGI:5675433	Cpgi10347	CpG island 10347	CGI10347
MGI:5675434	Cpgi10348	CpG island 10348	CGI10348
MGI:5675435	Cpgi10349	CpG island 10349	CGI10349
MGI:5666164	Cpgi1035	CpG island 1035	CGI1035
MGI:5675436	Cpgi10350	CpG island 10350	CGI10350
MGI:5675437	Cpgi10351	CpG island 10351	CGI10351
MGI:5675438	Cpgi10352	CpG island 10352	CGI10352
MGI:5675439	Cpgi10353	CpG island 10353	CGI10353
MGI:5675440	Cpgi10354	CpG island 10354	CGI10354
MGI:5675441	Cpgi10355	CpG island 10355	CGI10355
MGI:5675442	Cpgi10356	CpG island 10356	CGI10356
MGI:5675443	Cpgi10357	CpG island 10357	CGI10357
MGI:5675444	Cpgi10358	CpG island 10358	CGI10358
MGI:5675445	Cpgi10359	CpG island 10359	CGI10359
MGI:5666165	Cpgi1036	CpG island 1036	CGI1036
MGI:5675446	Cpgi10360	CpG island 10360	CGI10360
MGI:5675447	Cpgi10361	CpG island 10361	CGI10361
MGI:5675448	Cpgi10362	CpG island 10362	CGI10362
MGI:5675449	Cpgi10363	CpG island 10363	CGI10363
MGI:5675450	Cpgi10364	CpG island 10364	CGI10364
MGI:5675451	Cpgi10365	CpG island 10365	CGI10365
MGI:5675452	Cpgi10366	CpG island 10366	CGI10366
MGI:5675453	Cpgi10367	CpG island 10367	CGI10367
MGI:5675454	Cpgi10368	CpG island 10368	CGI10368
MGI:5675455	Cpgi10369	CpG island 10369	CGI10369
MGI:5666166	Cpgi1037	CpG island 1037	CGI1037
MGI:5675456	Cpgi10370	CpG island 10370	CGI10370
MGI:5675457	Cpgi10371	CpG island 10371	CGI10371
MGI:5675458	Cpgi10372	CpG island 10372	CGI10372
MGI:5675459	Cpgi10373	CpG island 10373	CGI10373
MGI:5675460	Cpgi10374	CpG island 10374	CGI10374
MGI:5675461	Cpgi10375	CpG island 10375	CGI10375
MGI:5675462	Cpgi10376	CpG island 10376	CGI10376
MGI:5675463	Cpgi10377	CpG island 10377	CGI10377
MGI:5675464	Cpgi10378	CpG island 10378	CGI10378
MGI:5675465	Cpgi10379	CpG island 10379	CGI10379
MGI:5666167	Cpgi1038	CpG island 1038	CGI1038
MGI:5675466	Cpgi10380	CpG island 10380	CGI10380
MGI:5675467	Cpgi10381	CpG island 10381	CGI10381
MGI:5675468	Cpgi10382	CpG island 10382	CGI10382
MGI:5675469	Cpgi10383	CpG island 10383	CGI10383
MGI:5675470	Cpgi10384	CpG island 10384	CGI10384
MGI:5675471	Cpgi10385	CpG island 10385	CGI10385
MGI:5675472	Cpgi10386	CpG island 10386	CGI10386
MGI:5675473	Cpgi10387	CpG island 10387	CGI10387
MGI:5675474	Cpgi10388	CpG island 10388	CGI10388
MGI:5675475	Cpgi10389	CpG island 10389	CGI10389
MGI:5666168	Cpgi1039	CpG island 1039	CGI1039
MGI:5675476	Cpgi10390	CpG island 10390	CGI10390
MGI:5675477	Cpgi10391	CpG island 10391	CGI10391
MGI:5675478	Cpgi10392	CpG island 10392	CGI10392
MGI:5675479	Cpgi10393	CpG island 10393	CGI10393
MGI:5675480	Cpgi10394	CpG island 10394	CGI10394
MGI:5675481	Cpgi10395	CpG island 10395	CGI10395
MGI:5675482	Cpgi10396	CpG island 10396	CGI10396
MGI:5675483	Cpgi10397	CpG island 10397	CGI10397
MGI:5675484	Cpgi10398	CpG island 10398	CGI10398
MGI:5675485	Cpgi10399	CpG island 10399	CGI10399
MGI:5665235	Cpgi104	CpG island 104	CGI104
MGI:5666169	Cpgi1040	CpG island 1040	CGI1040
MGI:5675486	Cpgi10400	CpG island 10400	CGI10400
MGI:5675487	Cpgi10401	CpG island 10401	CGI10401
MGI:5675488	Cpgi10402	CpG island 10402	CGI10402
MGI:5675489	Cpgi10403	CpG island 10403	CGI10403
MGI:5675490	Cpgi10404	CpG island 10404	CGI10404
MGI:5675491	Cpgi10405	CpG island 10405	CGI10405
MGI:5675492	Cpgi10406	CpG island 10406	CGI10406
MGI:5675493	Cpgi10407	CpG island 10407	CGI10407
MGI:5675494	Cpgi10408	CpG island 10408	CGI10408
MGI:5675495	Cpgi10409	CpG island 10409	CGI10409
MGI:5666170	Cpgi1041	CpG island 1041	CGI1041
MGI:5675496	Cpgi10410	CpG island 10410	CGI10410
MGI:5675497	Cpgi10411	CpG island 10411	CGI10411
MGI:5675498	Cpgi10412	CpG island 10412	CGI10412
MGI:5675499	Cpgi10413	CpG island 10413	CGI10413
MGI:5675500	Cpgi10414	CpG island 10414	CGI10414
MGI:5675501	Cpgi10415	CpG island 10415	CGI10415
MGI:5675502	Cpgi10416	CpG island 10416	CGI10416
MGI:5675503	Cpgi10417	CpG island 10417	CGI10417
MGI:5675504	Cpgi10418	CpG island 10418	CGI10418
MGI:5675505	Cpgi10419	CpG island 10419	CGI10419
MGI:5666171	Cpgi1042	CpG island 1042	CGI1042
MGI:5675506	Cpgi10420	CpG island 10420	CGI10420
MGI:5675507	Cpgi10421	CpG island 10421	CGI10421
MGI:5675508	Cpgi10422	CpG island 10422	CGI10422
MGI:5675509	Cpgi10423	CpG island 10423	CGI10423
MGI:5675510	Cpgi10424	CpG island 10424	CGI10424
MGI:5675511	Cpgi10425	CpG island 10425	CGI10425
MGI:5675512	Cpgi10426	CpG island 10426	CGI10426
MGI:5675513	Cpgi10427	CpG island 10427	CGI10427
MGI:5675514	Cpgi10428	CpG island 10428	CGI10428
MGI:5675515	Cpgi10429	CpG island 10429	CGI10429
MGI:5666172	Cpgi1043	CpG island 1043	CGI1043
MGI:5675516	Cpgi10430	CpG island 10430	CGI10430
MGI:5675517	Cpgi10431	CpG island 10431	CGI10431
MGI:5675518	Cpgi10432	CpG island 10432	CGI10432
MGI:5675519	Cpgi10433	CpG island 10433	CGI10433
MGI:5675520	Cpgi10434	CpG island 10434	CGI10434
MGI:5675521	Cpgi10435	CpG island 10435	CGI10435
MGI:5675522	Cpgi10436	CpG island 10436	CGI10436
MGI:5675523	Cpgi10437	CpG island 10437	CGI10437
MGI:5675524	Cpgi10438	CpG island 10438	CGI10438
MGI:5675525	Cpgi10439	CpG island 10439	CGI10439
MGI:5666173	Cpgi1044	CpG island 1044	CGI1044
MGI:5675526	Cpgi10440	CpG island 10440	CGI10440
MGI:5675527	Cpgi10441	CpG island 10441	CGI10441
MGI:5675528	Cpgi10442	CpG island 10442	CGI10442
MGI:5675529	Cpgi10443	CpG island 10443	CGI10443
MGI:5675530	Cpgi10444	CpG island 10444	CGI10444
MGI:5675531	Cpgi10445	CpG island 10445	CGI10445
MGI:5675532	Cpgi10446	CpG island 10446	CGI10446
MGI:5675533	Cpgi10447	CpG island 10447	CGI10447
MGI:5675534	Cpgi10448	CpG island 10448	CGI10448
MGI:5675535	Cpgi10449	CpG island 10449	CGI10449
MGI:5666174	Cpgi1045	CpG island 1045	CGI1045
MGI:5675536	Cpgi10450	CpG island 10450	CGI10450
MGI:5675537	Cpgi10451	CpG island 10451	CGI10451
MGI:5675538	Cpgi10452	CpG island 10452	CGI10452
MGI:5675539	Cpgi10453	CpG island 10453	CGI10453
MGI:5675540	Cpgi10454	CpG island 10454	CGI10454
MGI:5675541	Cpgi10455	CpG island 10455	CGI10455
MGI:5675542	Cpgi10456	CpG island 10456	CGI10456
MGI:5675543	Cpgi10457	CpG island 10457	CGI10457
MGI:5675544	Cpgi10458	CpG island 10458	CGI10458
MGI:5675545	Cpgi10459	CpG island 10459	CGI10459
MGI:5666175	Cpgi1046	CpG island 1046	CGI1046
MGI:5675546	Cpgi10460	CpG island 10460	CGI10460
MGI:5675547	Cpgi10461	CpG island 10461	CGI10461
MGI:5675548	Cpgi10462	CpG island 10462	CGI10462
MGI:5675549	Cpgi10463	CpG island 10463	CGI10463
