## FlyBase Gene Snapshot Report
## Generated: Fri Jan 27 16:03:04 2017
## Using datasource: dbi:Pg:dbname=fb_2017_01_reporting;host=flysql15;port=5432...
##FBgn_ID	GeneSymbol	GeneName	datestamp	gene_snapshot_text
FBgn0261049	Vps45	Vacuolar protein sorting 45		Vacuolar protein sorting 45 is an SM protein that is activated by Rab5 and binds Rbsn-5 to control entry of endocytosed cargo into the early endosome.
FBgn0261046	Dscam3	Down syndrome cell adhesion molecule 3		Down syndrome cell adhesion molecule 3 is a large transmembrane protein that functions in homophilic cell adhesion. It may also function as an axon guidance receptor.
FBgn0261041	stj	straightjacket		In progress.
FBgn0261020	wol	wollknaeuel		Wollknaeuel (Wol) belongs to the the glycosyltransferase 2 family. Wol contributes to N-glycan biosynthesis and is involved in epidermal differentiation including maintenance of cell polarity and cuticle formation.
FBgn0261019	moi	modigliani		Modigliani is a fast evolving, not evolutionary conserved, protein required for telomere maintenance. It is a member of terminin capping-complex that prevents telomere fusions.
FBgn0261016	clos	closca		Closca, fs(1)N and fs(1)M3 are mutually required for their accumulation at the vitelline membrane and function in vitelline membrane integrity and Torso receptor activation.
FBgn0261015	Pif1A	PFTAIRE-interacting factor 1A		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261014	TER94	TER94		In progress.
FBgn0261004	asl	asterless		In progress.
FBgn0260997	CG42598	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260996	CG42597	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260995	dpr21	defective proboscis extension response 21		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260991	Incenp	Inner centromere protein		In progress.
FBgn0260990	yata	yata		In progress.
FBgn0260987	vtd	verthandi		Verthandi is a subunit of the cohesin complex, which encircles sister chromatids after DNA replication and has multiple roles in the regulation of gene expression and DNA repair.
FBgn0260986	mei-38	meiotic 38		Meiotic 38 is a microtubule-associated protein that functions in mitosis and meiosis.
FBgn0260985	RfC4	Replication factor C subunit 4		In progress.
FBgn0260972	alc	alicorn		In progress.
FBgn0260971	CG42594	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260970	Ubr3	Ubr3 ubiquitin ligase		In progress.
FBgn0260969	CG42592	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260968	CG42591	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260967	CG42590	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260965	CG42588	-		In progress.
FBgn0260964	Vmat	Vesicular monoamine transporter		Vesicular monoamine transporter is responsible for packaging the neurotransmitters dopamine, serotonin and octopamine into secretory vesicles.
FBgn0260962	pic	piccolo		piccolo encodes the Ddb1 protein, which functions to recruit substrate receptors to Cul4-based E3 ubiquitin ligase complexes, which catalyze the ubiquitylation and subsequent destruction of proteins that function in cell growth and proliferation as well as transcription, replication and repair of the genome.
FBgn0260960	Baldspot	Baldspot		In progress.
FBgn0260959	MCPH1	Microcephalin		In progress.
FBgn0260955	CG42587	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260954	CG42586	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260953	CG42585	-		In progress.
FBgn0260945	Atg1	Autophagy-related 1		Autophagy-related 1 is a protein kinase that functions downstream of Tor in the regulation of autophagy.
FBgn0260944	Rbp1	RNA-binding protein 1		In progress.
FBgn0260943	Rbp6	RNA-binding protein 6		RNA-binding protein 6 (Rbp6) is a paralog of the RNA-binding protein msi. In contrast to msi, Rbp6 mutants are viable and fertile, with only a slight delay in eclosion. Rbp6 may have roles in response to fungal infection and aggressive behavior.
FBgn0260942	bond	james bond		In progress.
FBgn0260941	app	approximated		In progress.
FBgn0260940	lsn	larsen		Larsen (Lsn), also known as Vacuolar protein sorting 22, is a member of the ESCRT-II complex, which sorts certain endocytosed receptors for degradation via the multivesicular body. As part of this complex, Lsn also has a role in bcd RNA localization.
FBgn0260938	tay	tay bridge		Tay bridge (Tay) is a nuclear protein acting in the MAP kinase pathway by preventing rl activation. Tay is present in most cell types, and accumulates strongly in differentiated neurons.
FBgn0260936	scny	scrawny		In progress.
FBgn0260935	Vps15	Vacuolar protein sorting 15		Vacuolar protein sorting 15 (Vps15) is a serine/threonine protein kinase that is a core component of the Vps34/class III PI3-Kinase complex. Vps15 is required for the production of PI3P and influences multiple vesicle trafficking pathways, including autophagy and endocytosis.
FBgn0260934	par-1	par-1		In progress.
FBgn0260933	rempA	reduced mechanoreceptor potential A		Reduced mechanoreceptor potential A is the IFT140 subunit of the IFT-A subcomplex. As such, it is a component of the conserved intraflagellar transport (IFT) mechanism and is needed to extend cilia above the cell surface.
FBgn0260932	cuff	cutoff		Cutoff (Cuff) interacts with rhi and del in a germline complex that allows noncanonical transcription of dual-strand piRNA clusters. Cuff is therefore an integral part of the piRNA response to transposon activity in the germline. In its absence, a DNA damage checkpoint is activated leading to ventralization of the egg and embryo.
FBgn0260874	Ir76a	Ionotropic receptor 76a		In progress.
FBgn0260873	CG42583	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260871	CG42581	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260870	CG42580	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260869	CG42579	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260868	CG42578	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260867	CG42577	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260866	dnr1	defense repressor 1		In progress.
FBgn0260862	Vti1a	Vesicle transport through interaction with t-SNAREs 1a		In progress.
FBgn0260861	Trs23	TRAPP subunit 23		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260860	Bet5	Blocked early in transport 5		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260859	Bet3	Blocked early in transport 3		In progress.
FBgn0260858	Ykt6	YKT6 v-SNARE		In progress.
FBgn0260857	Bet1	Blocked early in transport 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260856	Membrin	Membrin		In progress.
FBgn0260855	Sec22	Secretory 22		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261434	hkb	huckebein		Huckebein is expressed in patches within the embryonic neuroectoderm and a subset of neuroblasts and their progeny, where it is required for proper neuronal specification and axon targeting. It is a terminal gap gene mediating the maternal terminal information at the posterior end of the blastoderm embryo.
FBgn0261403	sxc	super sex combs		In progress.
FBgn0261402	Ir75b	Ionotropic receptor 75b		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261401	Ir75c	Ionotropic receptor 75c		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261399	Pp1-Y1	Protein phosphatase 1, Y-linked 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261397	didum	dilute class unconventional myosin		In progress.
FBgn0261396	Rpn3	Regulatory particle non-ATPase 3		In progress.
FBgn0261395	Prosalpha3T	Proteasome alpha3 subunit, Testis-specific		In progress.
FBgn0261394	Prosalpha3	Proteasome alpha3 subunit		In progress.
FBgn0261393	alpha-Est5	alpha-Esterase-5		In progress.
FBgn0261387	CG17528	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261386	Gpa2	Glycoprotein hormone alpha 2		Glycoprotein hormone alpha 2 (Gpa2), when linked to Gpb5, can activate the G protein-coupled receptor Lgr1.
FBgn0261385	scra	scraps		Scraps is a homolog of anilin, a conserved pleckstrin homology domain (PLEKH) containing protein that binds actin, nonmuscle myosin II and microtubules. It stabilizes the contractile ring and is required for completion of cytokinesis.
FBgn0261383	IntS6	Integrator 6		In progress.
FBgn0261381	mtTFB1	Mitochondrial Transcription Factor B1		In progress.
FBgn0261380	mRpL37	mitochondrial ribosomal protein L37		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261373	CG33228	-		In progress.
FBgn0261363	PPO3	Prophenoloxidase 3		Prophenoloxidase 3 is expressed in lamellocytes (a type of hemocyte cell involved in encapsulation) and is involved in the melanization reaction during wasp encapsulation.
FBgn0261361	CG42638	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261360	CG42637	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261358	CG42635	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261357	CG42634	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261356	CG42633	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260230	CG42504	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260229	CG42503	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260228	CG42502	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260226	CG42500	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260224	CG42498	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260223	CG42497	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260222	CG42496	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261090	Sytbeta	Synaptotagmin beta		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261089	Sytalpha	Synaptotagmin alpha		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261086	Syt14	Synaptotagmin 14		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261085	Syt12	Synaptotagmin 12		In progress.
FBgn0261068	LSm7	Like Sm 7		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261067	LSm1	Like Sm 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261065	Cpsf73	Cleavage and polyadenylation specificity factor 73		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0261064	Rbsn-5	Rabenosyn-5		Rabenosyn-5 is a Rab5-binding effector that controls entry of endocytosed cargo into the early endosome.
FBgn0261061	Sfp96F	Seminal fluid protein 96F		In progress.
FBgn0261060	Sfp93F	Seminal fluid protein 93F		In progress.
FBgn0261059	Sfp78E	Seminal fluid protein 78E		In progress.
FBgn0261058	Sfp38D	Seminal fluid protein 38D		In progress.
FBgn0261057	Sfp36F	Seminal fluid protein 36F		In progress.
FBgn0261055	Sfp26Ad	Seminal fluid protein 26Ad		In progress.
FBgn0261054	Sfp24Bc	Seminal fluid protein 24Bc		In progress.
FBgn0260049	flr	flare		Flare (Flr) is the Drosophila Actin Interacting protein 1.  It functions with tsr (cofillin) to promote F-actin disassembly.
FBgn0260027	CG42495	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0260026	CG42494	-		In progress.
FBgn0260012	pds5	precocious dissociation of sisters 5		Precocious dissociation of sisters 5 (Psd5) interacts with wapl to form the releasin complex, which enables sister chromatid separation at mitosis by removing the cohesin ring complex from chromosomes. Psd5 influences gene activation and silencing through interactions with cohesin. Pds5 is also required to initiate and/or maintain sister chromatid cohesion.
FBgn0260011	NimC4	Nimrod C4		Nimrod C4 is a transmembrane phagocytic receptor that binds phosphatidylserine exposed on apoptotic cells. Its roles include recognition and engulfment of apoptotic cells during development.
FBgn0260000	CG17570	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0259998	CG17571	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0259994	CG42492	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0259992	CG42489	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0259991	CG42488	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0259990	CG42487	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0259989	CG42486	-		In progress.
FBgn0259986	nab	nab		Nab is a transcriptional co-factor that acts in combination with the transcriptional factors rn in proximal-distal wing patterning and sqz in CNS development.
FBgn0259985	Mppe	Metallophosphoesterase		Metallophosphoesterase is a Mg[2+]- or Mn[2+]-dependent serine/threonine phosphatase.
FBgn0259984	kuz	kuzbanian		In progress.
FBgn0259982	l(2)35Cc	lethal (2) 35Cc		lethal (2) 35Cc suppresses growth of larval neuromuscular junctions via an unknown mechanism.
FBgn0259979	CG17337	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0259978	vlc	vulcan		Vulcan is induced above a basal level by 20-hydroxyecdysone in late third instar larvae. Its mutants die primarily as pharate adults with defects in ecdysone-induced leg morphogenesis.
FBgn0259977	Tdc1	Tyrosine decarboxylase 1		In progress.
FBgn0259975	Sfp87B	Seminal fluid protein 87B		In progress.
FBgn0259974	Sfp84E	Seminal fluid protein 84E		In progress.
FBgn0259973	Sfp79B	Seminal fluid protein 79		In progress.
FBgn0259972	Sfp77F	Seminal fluid protein 77F		In progress.
FBgn0259971	CG42481	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0259970	Sfp70A4	Seminal fluid protein 70A4		In progress.
FBgn0259969	Sfp65A	Seminal fluid protein 65A		In progress.
FBgn0259968	Sfp60F	Seminal fluid protein 60F		In progress.
FBgn0259967	Sfp53D	Seminal fluid protein 53D		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0259966	Sfp51E	Seminal fluid protein 51E		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0259965	Sfp35C	Seminal fluid protein 35C		In progress.
FBgn0259964	Sfp33A3	Seminal fluid protein 33A3		In progress.
FBgn0259963	Sfp33A2	Seminal fluid protein 33A2		In progress.
FBgn0259962	Sfp33A1	Seminal fluid protein 33A1		In progress.
FBgn0259961	CG42471	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0259960	CG42470	-		Insufficient genetic data for FlyBase to solicit a summary.
